6.000000e-02, -2.496122e+00
6.000500e-02, -2.483473e+00
6.001000e-02, -2.470904e+00
6.001500e-02, -2.458413e+00
6.002000e-02, -2.446000e+00
6.002500e-02, -2.433664e+00
6.003000e-02, -2.421404e+00
6.003500e-02, -2.409220e+00
6.004000e-02, -2.397111e+00
6.004500e-02, -2.385076e+00
6.005000e-02, -2.373115e+00
6.005500e-02, -2.361226e+00
6.006000e-02, -2.349410e+00
6.006500e-02, -2.337665e+00
6.007000e-02, -2.325991e+00
6.007500e-02, -2.314387e+00
6.008000e-02, -2.302853e+00
6.008500e-02, -2.291388e+00
6.009000e-02, -2.279991e+00
6.009500e-02, -2.268662e+00
6.010000e-02, -2.257400e+00
6.010500e-02, -2.246204e+00
6.011000e-02, -2.235075e+00
6.011500e-02, -2.224010e+00
6.012000e-02, -2.213011e+00
6.012500e-02, -2.202075e+00
6.013000e-02, -2.191204e+00
6.013500e-02, -2.180395e+00
6.014000e-02, -2.169649e+00
6.014500e-02, -2.158964e+00
6.015000e-02, -2.148342e+00
6.015500e-02, -2.137780e+00
6.016000e-02, -2.127278e+00
6.016500e-02, -2.116836e+00
6.017000e-02, -2.106454e+00
6.017500e-02, -2.096130e+00
6.018000e-02, -2.085864e+00
6.018500e-02, -2.075657e+00
6.019000e-02, -2.065507e+00
6.019500e-02, -2.055413e+00
6.020000e-02, -2.045376e+00
6.020500e-02, -2.035395e+00
6.021000e-02, -2.025469e+00
6.021500e-02, -2.015598e+00
6.022000e-02, -2.005781e+00
6.022500e-02, -1.996019e+00
6.023000e-02, -1.986310e+00
6.023500e-02, -1.976654e+00
6.024000e-02, -1.967051e+00
6.024500e-02, -1.957500e+00
6.025000e-02, -1.948001e+00
6.025500e-02, -1.938554e+00
6.026000e-02, -1.929157e+00
6.026500e-02, -1.919811e+00
6.027000e-02, -1.910515e+00
6.027500e-02, -1.901269e+00
6.028000e-02, -1.892072e+00
6.028500e-02, -1.882924e+00
6.029000e-02, -1.873824e+00
6.029500e-02, -1.864773e+00
6.030000e-02, -1.855769e+00
6.030500e-02, -1.846813e+00
6.031000e-02, -1.837904e+00
6.031500e-02, -1.829042e+00
6.032000e-02, -1.820225e+00
6.032500e-02, -1.811455e+00
6.033000e-02, -1.802730e+00
6.033500e-02, -1.794050e+00
6.034000e-02, -1.785415e+00
6.034500e-02, -1.776825e+00
6.035000e-02, -1.768279e+00
6.035500e-02, -1.759776e+00
6.036000e-02, -1.751317e+00
6.036500e-02, -1.742901e+00
6.037000e-02, -1.734528e+00
6.037500e-02, -1.726197e+00
6.038000e-02, -1.717908e+00
6.038500e-02, -1.709661e+00
6.039000e-02, -1.701456e+00
6.039500e-02, -1.693292e+00
6.040000e-02, -1.685168e+00
6.040500e-02, -1.677085e+00
6.041000e-02, -1.669043e+00
6.041500e-02, -1.661040e+00
6.042000e-02, -1.653077e+00
6.042500e-02, -1.645153e+00
6.043000e-02, -1.637268e+00
6.043500e-02, -1.629422e+00
6.044000e-02, -1.621614e+00
6.044500e-02, -1.613845e+00
6.045000e-02, -1.606113e+00
6.045500e-02, -1.598419e+00
6.046000e-02, -1.590762e+00
6.046500e-02, -1.583143e+00
6.047000e-02, -1.575560e+00
6.047500e-02, -1.568014e+00
6.048000e-02, -1.560503e+00
6.048500e-02, -1.553029e+00
6.049000e-02, -1.545591e+00
6.049500e-02, -1.538188e+00
6.050000e-02, -1.530820e+00
6.050500e-02, -1.523487e+00
6.051000e-02, -1.516189e+00
6.051500e-02, -1.508925e+00
6.052000e-02, -1.501695e+00
6.052500e-02, -1.494499e+00
6.053000e-02, -1.487337e+00
6.053500e-02, -1.480209e+00
6.054000e-02, -1.473114e+00
6.054500e-02, -1.466051e+00
6.055000e-02, -1.459022e+00
6.055500e-02, -1.452025e+00
6.056000e-02, -1.445060e+00
6.056500e-02, -1.438127e+00
6.057000e-02, -1.431227e+00
6.057500e-02, -1.424357e+00
6.058000e-02, -1.417520e+00
6.058500e-02, -1.410713e+00
