2.600000e-01, -1.496132e-01
2.600200e-01, -1.492553e-01
2.600400e-01, -1.488976e-01
2.600600e-01, -1.485402e-01
2.600800e-01, -1.481830e-01
2.601000e-01, -1.478261e-01
2.601200e-01, -1.474695e-01
2.601400e-01, -1.471132e-01
2.601600e-01, -1.467571e-01
2.601800e-01, -1.464013e-01
2.602000e-01, -1.460457e-01
2.602200e-01, -1.456905e-01
2.602400e-01, -1.453354e-01
2.602600e-01, -1.449807e-01
2.602800e-01, -1.446262e-01
2.603000e-01, -1.442720e-01
2.603200e-01, -1.439180e-01
2.603400e-01, -1.435643e-01
2.603600e-01, -1.432109e-01
2.603800e-01, -1.428577e-01
2.604000e-01, -1.425048e-01
2.604200e-01, -1.421522e-01
2.604400e-01, -1.417998e-01
2.604600e-01, -1.414477e-01
2.604800e-01, -1.410958e-01
2.605000e-01, -1.407442e-01
2.605200e-01, -1.403929e-01
2.605400e-01, -1.400418e-01
2.605600e-01, -1.396910e-01
2.605800e-01, -1.393405e-01
2.606000e-01, -1.389902e-01
2.606200e-01, -1.386402e-01
2.606400e-01, -1.382904e-01
2.606600e-01, -1.379409e-01
2.606800e-01, -1.375916e-01
2.607000e-01, -1.372426e-01
2.607200e-01, -1.368939e-01
2.607400e-01, -1.365454e-01
2.607600e-01, -1.361972e-01
2.607800e-01, -1.358492e-01
2.608000e-01, -1.355015e-01
2.608200e-01, -1.351540e-01
2.608400e-01, -1.348068e-01
2.608600e-01, -1.344599e-01
2.608800e-01, -1.341132e-01
2.609000e-01, -1.337667e-01
2.609200e-01, -1.334205e-01
2.609400e-01, -1.330746e-01
2.609600e-01, -1.327289e-01
2.609800e-01, -1.323835e-01
2.610000e-01, -1.320384e-01
2.610200e-01, -1.316934e-01
2.610400e-01, -1.313488e-01
2.610600e-01, -1.310044e-01
2.610800e-01, -1.306602e-01
2.611000e-01, -1.303163e-01
2.611200e-01, -1.299727e-01
2.611400e-01, -1.296293e-01
2.611600e-01, -1.292861e-01
2.611800e-01, -1.289432e-01
2.612000e-01, -1.286005e-01
2.612200e-01, -1.282581e-01
2.612400e-01, -1.279160e-01
2.612600e-01, -1.275741e-01
2.612800e-01, -1.272324e-01
2.613000e-01, -1.268910e-01
